userId,movieId,rating,timestamp
1,758323,2.5,1260759144
1,640146,3,1260759179
1,502356,3,1260759182
1,868759,2,1260759185
1,594767,4,1260759205
1,76600,2,1260759151
1,677179,2,1260759187
1,493529,2,1260759148
1,948713,3.5,1260759125
1,315162,2,1260759131
1,713704,2.5,1260759135
1,603692,1,1260759203
1,638974,4,1260759191
1,804150,4,1260759139
1,700391,3,1260759194
1,816904,2,1260759198
1,980078,2,1260759108
1,849869,2.5,1260759113
1,505642,1,1260759200
1,536554,3,1260759117
2,736790,4,835355493
2,436270,5,835355681
2,869626,5,835355604
2,876792,4,835355552
2,283995,4,835355586
2,646389,3,835356031
2,676710,3,835355749
2,631842,4,835355532
2,985939,3,835356016
2,758009,5,835355395
2,649609,4,835355441
2,1087040,3,835355493
2,820067,3,835355441
2,676547,3,835355710
2,634649,3,835355511
2,616037,3,835355664
2,1073413,3,835355511
2,675353,5,835355840
2,820232,1,835355749
2,635302,3,835355552
2,1077280,3,835355664
2,966220,3,835355896
2,882598,4,835355511
2,776835,4,835355681
2,646385,5,835355697
2,361743,5,835355586
2,1041513,3,835355767
2,736526,4,835355779
2,829410,3,835355492
2,1058732,4,835355395
2,668482,3,835355532
2,507086,4,835356044
2,843794,2,835355551
2,766507,1,835355918
2,458156,3,835355492
2,109428,4,835355441
2,850871,4,835355697
2,774752,3,835355628
2,899112,3,835355749
2,324552,3,835355604
2,663712,3,835355619
2,118340,2,835355932
2,772515,3,835355968
2,846433,3,835356094
2,931954,3,835355710
2,724495,3,835356165
2,299536,2,835356246
2,916224,3,835355532
2,49046,4,835355604
2,453395,3,835355511
2,555604,4,835355790
2,842942,2,835355828
2,585511,4,835355643
2,988233,3,835355918
2,1058949,3,835355880
2,67308,4,835355731
2,947938,4,835355860
2,508947,4,835355719
2,813726,4,835355817
2,653851,4,835355731
2,438148,4,835356199
2,739405,3,835355767
2,414906,3,835356109
2,385128,5,835355767
2,955991,3,835355860
2,785084,5,835355817
2,335787,3,835355790
2,568124,3,835355779
2,438695,3,835355441
2,728754,5,835355697
2,19995,5,835355395
2,782936,5,835355395
2,717728,3,835355511
2,937278,3,835355932
2,1045944,4,835356141
2,575322,4,835355978
3,1071806,3,1298861675
3,411,4,1298922049
3,11849,3.5,1298861637
3,836225,3,1298861761
3,808,4.5,1298862418
3,287590,5,1298862121
3,118412,2.5,1298861589
3,324786,5,1298862167
3,829560,2.5,1298923242
3,960258,3,1298862528
3,265712,3,1298922100
3,830784,3,1298923247
3,438631,3,1298921840
3,384018,2,1298923260
3,671,3.5,1298932787
3,585083,4,1298863157
3,338958,3,1298861687
3,580489,5,1298932770
3,399566,3,1298921795
3,792775,4,1298861628
3,718930,3,1298861605
3,873126,4,1298861658
3,400928,3.5,1298922089
3,877269,4.5,1298923236
3,9607,4,1298863143
3,338953,4,1298921862
3,848058,4,1298861753
3,337404,3,1298861789
3,744276,3,1298862710
3,960704,3.5,1298861796
3,760741,3,1298924017
3,791373,3.5,1298922057
3,901563,4,1298861733
3,245891,4,1298921825
3,615777,5,1298862874
3,877703,3,1298861968
3,168259,4,1298861633
3,852046,5,1298863174
3,851644,3,1298923266
3,9288,3.5,1298862672
3,661374,3,1298922080
3,539681,2.5,1298921787
3,566525,3,1298922065
3,337339,3.5,1298861650
3,216015,3,1298932766
3,1040603,3.5,1298862555
3,752623,3.5,1298932740
3,24428,4.5,1298862361
3,113082,4.5,1298862467
3,790496,3,1298922071
3,829557,4,1298922130
4,4232,4,949810645
4,1037858,5,949919556
4,880841,5,949810582
4,610150,5,949919681
4,460465,4,949811346
4,337167,3,949811346
4,760204,3,949920047
4,899579,5,949779042
4,760104,4,949778802
4,760161,5,949895708
4,799379,3,949810618
4,14836,5,949810582
4,1024546,5,949919763
4,916605,5,949919681
4,312221,5,949949538
4,672,4,949895887
4,774825,3,949810534
4,767,3,949919883
4,106646,3,949895772
4,779782,4,949810688
4,585,1,949920135
4,924482,4,949919802
4,764,4,949920028
4,943221,4,949811315
4,406759,5,949810582
4,642885,5,949779091
4,38757,5,949949486
4,267805,5,949919938
4,756999,3,949810534
4,10144,5,949949538
4,673,5,949949638
4,810693,4,949982238
4,811656,5,949949444
4,637920,5,949779022
4,979924,5,949919189
4,751741,4,949919306
4,996727,5,949919247
4,674,5,949949396
4,290271,4,949919454
4,740952,4,949919322
4,480530,5,949949638
4,157336,5,949949638
4,801335,5,949896377
4,2062,5,949896377
4,958196,5,949949538
4,862965,5,949949638
4,795514,5,949896244
4,338947,5,949919372
4,629176,5,949811523
4,436969,5,949895732
4,675,5,949778771
4,818397,5,949919399
4,12445,5,949896275
4,296096,5,949919372
4,372058,5,949919419
4,526896,5,949779173
4,809,5,949811490
4,131631,5,949779173
4,718789,5,949896244
4,238,5,949896159
4,542196,5,949779173
4,527774,5,949778714
4,524434,5,949895708
4,354912,5,949810261
4,299534,5,949779173
4,744275,5,949811523
4,22,5,949918693
4,10625,5,949779173
4,91314,5,949919372
4,459151,5,949896244
4,879538,5,949919519
4,423108,5,949811602
4,520763,5,949918743
4,460458,4,949811559
4,683328,5,949919591
4,597,5,949811523
4,1865,5,949919372
4,537915,5,949949396
4,626735,4,949811559
4,8587,5,949811490
4,791155,5,949918743
4,579974,4,949918927
4,198663,4,949811602
4,862,4,949896275
4,75780,5,949982274
4,830788,5,949919247
4,12444,4,949810582
4,639933,4,949810302
4,801965,3,949920004
4,8966,4,949918787
4,39254,3,949918904
4,2048,3,949810688
4,919355,5,949896377
4,324857,5,949810261
4,508943,4,949810302
4,613504,5,949895772
4,11,3,949811230
4,856245,5,949919978
4,948276,4,949811559
4,166428,5,949896244
4,762504,1,949895864
4,964980,5,949919738
4,425,4,949810688
4,960700,2,949895956
4,512195,5,949810261
4,254128,5,949810261
4,138843,5,949918743
4,156022,3,949949538
4,348893,5,949811559
4,99861,5,949896309
4,788752,5,949811602
4,637649,3,949895907
4,1068141,2,949918970
4,933419,5,949896070
4,629542,4,949919454
4,260514,5,949778771
4,476669,4,949811738
4,10192,4,949896114
4,588228,4,949982239
4,293660,4,949896183
4,1024530,5,949810618
4,177572,3,949896114
4,726759,5,949918648
4,624860,5,949949444
4,287947,5,949919306
4,447332,4,949982239
4,585245,5,949949444
4,458576,5,949896114
4,829280,5,949949638
4,529203,5,949896183
4,560057,4,949920028
4,1930,5,949949538
4,41446,5,949896114
4,860623,5,949949396
4,619264,4,949896114
4,303857,5,949919399
4,335795,3,949896309
4,1726,5,949918927
4,545611,5,949918994
4,330457,4,949919763
4,550988,5,949896070
4,1010818,4,949982239
4,897192,4,949896114
4,668461,5,949811603
4,518896,5,949896070
4,675445,5,949896070
4,489,3,949896070
4,345887,5,949918764
4,508442,4,949811559
4,249070,3,949896309
4,109445,5,949895772
4,497698,5,949919556
4,10674,4,949918927
4,454626,4,949811603
4,616820,4,949918994
4,49013,5,949918994
4,11688,4,949810302
4,228150,5,949982274
4,725201,5,949918875
4,919570,4,949896275
4,945675,1,949895993
4,4233,5,949810582
4,755812,5,949810261
4,800815,3,949918671
4,129,4,949896497
4,7445,4,949896497
4,10198,5,949811523
4,207703,5,949810582
4,9820,4,949778714
4,102382,1,949896521
4,155,5,949919399
4,807356,5,949811490
4,4935,4,949811603
4,335988,5,949896070
4,101299,5,949811738
4,818648,3,949811230
4,900667,3,949918875
4,648579,5,949896114
4,38234,5,949896377
4,773867,2,949896309
4,12,1,949896309
4,285,4,949810534
4,317442,5,949811559
4,9552,5,949896070
4,109418,3,949896015
4,425909,5,949918807
4,122917,5,949810261
4,1015602,3,949896543
4,615457,5,949949444
4,373571,4,949811559
4,24021,5,949919419
4,11224,5,949919656
4,14160,4,949918715
4,557,4,949896275
4,400160,4,949811603
4,18785,5,949919738
4,961484,4,949918904
4,4247,2,949778946
4,10195,4,949811523
4,333339,5,949918970
4,863,4,949919738
4,366672,3,949919845
4,429473,5,949895732
4,765,2,949982238
5,823625,4,1163374957
5,626872,4,1163374952
5,297802,4,1163374639
5,150540,4,1163374242
5,383498,4,1163374404
