movie_id,genre_id,genre_name
684281,18,드라마
684281,36,역사
793961,878,SF
793961,53,스릴러
530154,18,드라마
530154,10749,로맨스
430826,99,다큐멘터리
430826,80,범죄
336890,35,코미디
447332,27,공포
447332,18,드라마
447332,878,SF
86331,18,드라마
86331,10749,로맨스
181812,12,모험
181812,28,액션
181812,878,SF
631843,53,스릴러
631843,9648,미스터리
631843,27,공포
740441,53,스릴러
740441,9648,미스터리
596161,18,드라마
596161,53,스릴러
596161,80,범죄
596161,37,서부
118340,28,액션
118340,878,SF
118340,12,모험
280002,53,스릴러
280002,27,공포
400928,18,드라마
400928,35,코미디
335988,28,액션
335988,12,모험
335988,878,SF
453354,18,드라마
609972,27,공포
609972,9648,미스터리
609972,53,스릴러
257344,28,액션
257344,35,코미디
257344,878,SF
723419,18,드라마
723419,53,스릴러
723419,27,공포
997120,28,액션
997120,53,스릴러
997120,9648,미스터리
456740,14,판타지
456740,27,공포
456740,28,액션
456740,12,모험
131634,28,액션
131634,12,모험
131634,878,SF
370663,18,드라마
370663,10749,로맨스
398818,10749,로맨스
398818,18,드라마
136797,28,액션
136797,80,범죄
136797,18,드라마
136797,53,스릴러
22894,27,공포
22894,28,액션
22894,14,판타지
753232,28,액션
753232,80,범죄
753232,53,스릴러
759507,28,액션
759507,12,모험
759507,53,스릴러
49521,28,액션
49521,12,모험
49521,878,SF
102899,878,SF
102899,28,액션
102899,12,모험
960700,14,판타지
960700,28,액션
960700,12,모험
124905,28,액션
124905,18,드라마
124905,878,SF
166428,16,애니메이션
166428,10751,가족
166428,12,모험
324857,28,액션
324857,12,모험
324857,16,애니메이션
324857,878,SF
615173,28,액션
615173,9648,미스터리
615173,53,스릴러
615173,878,SF
615173,12,모험
876792,16,애니메이션
876792,14,판타지
876792,12,모험
72190,28,액션
72190,18,드라마
72190,27,공포
72190,878,SF
72190,53,스릴러
611698,14,판타지
611698,28,액션
611698,12,모험
611698,18,드라마
938008,28,액션
938008,80,범죄
938008,53,스릴러
345940,28,액션
345940,878,SF
345940,27,공포
893086,53,스릴러
604822,28,액션
604822,12,모험
604822,80,범죄
118406,16,애니메이션
118406,14,판타지
118406,28,액션
813726,10749,로맨스
813726,35,코미디
813726,12,모험
57800,16,애니메이션
57800,35,코미디
57800,12,모험
57800,10751,가족
1930,28,액션
1930,12,모험
1930,14,판타지
259693,27,공포
259693,53,스릴러
109445,16,애니메이션
109445,10751,가족
109445,12,모험
109445,14,판타지
24021,12,모험
24021,14,판타지
24021,18,드라마
24021,10749,로맨스
75258,16,애니메이션
75258,10751,가족
75258,14,판타지
